H4AS00036|AMATA, AUMUA|I|2|REP|3300|0|2750.94|0|518.03|1067.09|0|0|0|0|0|0|3300|AS|00||||||0|0|03/31/2021|0|0
H0AZ01358|PUTZOVA, EVA|C|1|DEM|0|0|5241.23|0|20883.26|15642.03|0|0|0|0|0|0|0|AZ|01||||||0|0|03/31/2021|0|0
H6AZ01199|O'HALLERAN, TOM|I|1|DEM|344411.34|0|83667.56|0|63147.21|323890.99|0|0|0|0|0|0|221972.44|AZ|01||||||122001|0|03/31/2021|200|0
H2AZ01172|RENZI, RICHARD G.|I|2|REP|0|0|0|0|1244.79|1244.79|0|0|0|0|0|456157.37|0|AZ|01||||||0|0|03/31/2021|0|0
H2AZ01339|BLACKMAN, WALTER JACK|C|2|REP|30265|0|10229.93|0|0|20035.07|0|0|0|0|0|0|30265|AZ|01||||||0|0|03/31/2021|2000|0
H4AZ01145|KIEHNE, GARY|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|250000|0|AZ|01||||||0|0|03/31/2021|0|0
H8AZ01237|SHEDD, TIFFANY|C|2|REP|1384.7|1432.83|18019.31|0|63347.13|46712.52|0|0|0|10000|0|285140.37|-48.13|AZ|01||||||0|0|03/31/2021|0|0
H0AZ02281|QUILTER, PETER|C|1|DEM|0|0|608|0|1816|1208|0|0|0|0|0|0|0|AZ|02||||||0|0|03/31/2021|0|0
H2AZ02311|ENGEL, KIRSTEN|C|1|DEM|151043.76|0|5690.9|0|0|145352.86|7300|0|0|0|0|0|143743.76|AZ|02||||||0|0|03/31/2021|0|0
H8AZ02136|HEINZ, MATTHEW GERALD|O|1|DEM|0|0|0|0|0|0|0|0|0|0|0|250000|0|AZ|02||||||0|0|03/31/2021|0|0
H0AZ02182|MORGAN, JOSEPH DAVID|C|2|REP|0|0|303|0|-167.06|-470.06|0|0|0|0|0|0|0|AZ|02||||||0|0|03/31/2021|0|0
H0AZ02190|MARTIN, BRANDON RAY|C|2|REP|785.08|0|606.19|0|-178.89|0|0|0|0|0|0|0|5|AZ|02||||||0|0|03/31/2021|0|0
H0AZ02232|STAUTZ, SHAY|C|2|REP|0|0|0|0|6589.23|6589.23|0|0|0|0|0|106938.76|0|AZ|02||||||0|0|03/31/2021|0|0
H2AZ08102|MCSALLY, MARTHA|I|2|REP|0|0|0|0|0|0|0|0|0|0|0|0|0|AZ|02||||||0|0|03/31/2021|0|0
H8AZ02201|MARTIN, BRANDON RAY|O|2|REP|785.08|0|606.19|0|-178.89|0|0|0|0|0|0|0|5|AZ|02||||||0|0|03/31/2021|0|0
H2AZ07070|GRIJALVA, RAUL M|I|1|DEM|73520.84|0|44590.33|0|226208.67|255139.18|0|0|0|0|0|4015.59|56497.25|AZ|03||||||17000|0|03/31/2021|226.03|0
H6AZ03179|SAN MIGUEL, EDNA|C|2|REP|0|0|0|0|0|2583.43|0|0|0|0|0|0|0|AZ|03||||||0|0|03/12/2021|0|0
H8AZ04165|DISANTO, DELINA|C|1|DEM|161|0|184.15|0|5973.88|5950.73|0|0|0|0|0|59324.65|161|AZ|04||||||0|0|03/31/2021|0|0
H0AZ01259|GOSAR, PAUL DR.|I|2|REP|120043.36|0|71815.55|0|13458.84|61686.65|0|0|0|0|0|0|115043.32|AZ|04||||||5000|0|03/31/2021|135.89|0
H2AZ04135|GOULD, RON|C|2|REP|0|0|0|0|4473.28|4473.28|0|0|0|0|0|141741.2|0|AZ|04||||||0|0|03/31/2021|0|0
H8AZ05154|GREENE, JOAN|C|1|DEM|19139.36|0|6253.96|0|147116.79|160002.19|0|0|0|0|0|142880.31|19139.36|AZ|05||||||0|0|03/31/2021|40|0
H6AZ05083|BIGGS, ANDY MR.|I|2|REP|242866.47|0|148963.05|0|651046.86|744950.28|0|0|0|0|0|40000|230866.47|AZ|05||||||12000|0|03/31/2021|120|0
H6AZ05091|OLSON, JUSTIN|O|2|REP|0|0|0|0|0|0|0|0|0|0|0|99296.77|0|AZ|05||||||0|0|03/31/2021|0|0
H0AZ06084|GENTLES, KARL E|C|1|DEM|0|0|0|0|2541.06|2541.06|0|0|0|0|0|0|0|AZ|06||||||0|0|03/31/2021|0|0
H8AZ08083|TIPIRNENI, HIRAL VYAS|C|1|DEM|23790.47|0|58763.17|0|34972.7|0|0|0|0|49683.95|0|0|0|AZ|06||||||0|0|04/28/2021|645|0
H0AZ01184|FLAKE, JEFF MR.|C|2|REP|0|0|0|0|1095111.05|1095111.05|0|0|0|0|0|0|0|AZ|06||||||0|0|03/31/2021|0|0
H4AZ06045|SCHWEIKERT, DAVID S.|I|2|REP|176705.59|71078.52|32207.27|0|59582.15|204080.47|0|0|0|0|0|64159.35|97127.07|AZ|06||||||8500|0|03/31/2021|2819.75|0
H2AZ02055|PASTOR, ED L|C|1|DEM|0|0|25700|0|94444.3|68744.3|0|0|0|0|0|0|0|AZ|07||||||0|0|03/31/2021|0|0
H4AZ07043|GALLEGO, RUBEN|I|1|DEM|155954.32|0|166827.12|0|616971.05|606098.25|0|0|0|0|0|0|118454.32|AZ|07||||||37500|0|03/31/2021|0|0
H2AZ09142|STOVALL, ALEX|C|2|REP|13346.29|0|8075.58|0|0|5270.71|0|0|0|0|0|0|13346.29|AZ|07||||||0|0|03/31/2021|0|0
H0AZ08072|MUSCATO, MICHAEL ARCHANGEL|C|1|DEM|11562.5|0|8171.76|0|10171.62|13562.36|0|0|0|0|0|0|11562.5|AZ|08||||||0|0|03/31/2021|0|0
H0AZ08080|OLSEN, ROBERT|C|1|DEM|0|0|0|0|33578.2|33578.2|0|0|0|0|0|50000|0|AZ|08||||||0|0|03/31/2021|0|0
H8AZ08158|LESKO, DEBBIE|I|2|REP|153274.7|10401.22|76150.15|0|688632.93|765757.48|0|0|0|0|0|0|128216.01|AZ|08||||||10500|400|03/31/2021|210.77|0
H2AZ09019|SINEMA, KYRSTEN|I|1|DEM|376045.63|0|158398.05|0|2455741.18|2673388.76|0|0|0|0|0|0|246788.28|AZ|09||||||129250|0|03/31/2021|2600.5|0
H2AZ09027|SCHAPIRA, DAVID|C|1|DEM|0|0|0|0|0|0|0|0|0|0|0|1464.07|0|AZ|09||||||0|0|03/31/2021|0|0
H8AZ09040|STANTON, GREG|I|1|DEM|145677.62|0|122097.61|0|1044654.6|1068234.61|0|0|0|0|0|0|109968.52|AZ|09||||||35700|0|03/31/2021|400|2000
H0AZ03321|PARKER, VERNON|C|2|REP|0|0|0|0|4619.9|4619.9|0|0|0|0|0|15813.62|0|AZ|09||||||0|0|03/31/2021|0|0
H0AZ09021|TUTORA, NICHOLAS|C|2|REP|0|0|171.26|0|171.26|0|0|0|0|0|0|15500|0|AZ|09||||||0|0|03/31/2021|0|0
H2AZ06155|GRANTHAM, TRAVIS W.|O|2|REP|0|0|45|0|-6631.01|-6676.01|0|0|0|0|0|304411.5|0|AZ|09||||||0|0|03/31/2021|0|0
H6AZ09010|GILES, DAVID VICTOR|C|2|REP|13607.68|0|14146.68|0|545.75|6.75|0|13607.68|0|0|0|499230.43|0|AZ|09||||||0|0|03/31/2021|0|0
H8AZ09032|LEIBSOHN, SETH MR.|O|2|REP|.01|0|75|0|382.95|307.96|0|0|0|0|0|0|0|AZ|09||||||0|0|03/31/2021|0|0
H8CA01257|DENNEY, AUDREY L|C|1|DEM|27.48|0|4628.82|0|4601.34|0|0|0|0|0|0|0|0|CA|01||||||0|0|02/18/2021|157.66|0
H2CA02142|LAMALFA, DOUG|I|2|REP|91349.38|71078.52|31849.79|0|91141.78|150641.37|0|0|0|0|0|0|7568.56|CA|01||||||7500|0|03/31/2021|20|0
H2CA06259|HUFFMAN, JARED|I|1|DEM|45543.4|0|78301.53|0|922441.85|889683.72|0|0|0|0|0|4050|26257.51|CA|02||||||19000|0|03/31/2021|0|0
H4CA02098|MENSING, DALE KENNETH|C|2|REP|0|0|239.88|0|5391.45|5151.57|0|0|0|0|0|0|0|CA|02||||||0|0|03/31/2021|0|0
H0CA10149|GARAMENDI, JOHN|I|1|DEM|58133.36|0|35395.04|0|1111122.28|1133860.6|0|0|0|0|0|0|32320.41|CA|03||||||25000|0|03/31/2021|0|0
H0CA03128|HAMILTON, TAMIKA|C|2|REP|21716|0|14723.72|100|12515.41|19507.69|0|0|0|0|0|100|21716|CA|03||||||0|0|03/31/2021|0|0
H0CA03144|FEUCHT, J.C. SEAN|C|2|REP|721.84|0|10844.69|0|10122.85|0|0|0|0|0|0|0|0|CA|03||||||0|0|05/05/2021|0|0
H2CA16126|SHELDON-LONDON, MONIKA LOUISE MS.|C|2|REP|4200|0|0|0|0|4200|0|4200|0|0|0|4200|0|CA|03||||||0|0|03/31/2021|0|0
H4CA03096|LOGUE, DANIEL|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|8645.6|0|CA|03||||||0|0|03/31/2021|0|0
H0CA04175|KENNEDY, BRYNNE|C|1|DEM|95955.28|0|40064.64|0|3488.53|59379.17|0|0|0|0|0|250000|77340.52|CA|04||||||100|0|03/31/2021|0|0
H8CA04210|MORSE, JESSICA|C|1|DEM|0|0|501.61|0|236235.13|235733.52|0|0|0|0|0|0|0|CA|04||||||0|0|03/31/2021|0|0
H8CA04152|MCCLINTOCK, THOMAS|I|2|REP|111959.52|0|51240.21|0|171000.96|231720.27|0|0|0|0|0|10500|8600|CA|04||||||103359.52|0|03/31/2021|0|0
H8CA01109|THOMPSON, MIKE MR.|I|1|DEM|125633.14|0|239791.97|0|1746171.58|1632012.75|0|0|0|0|0|7246.73|50313|CA|05||||||73750|0|03/31/2021|0|0
H6CA05195|MATSUI, DORIS|I|1|DEM|49705|0|92989.93|0|269411.46|226126.53|0|0|0|0|0|0|25705|CA|06||||||24000|0|03/31/2021|0|0
H0CA05016|MCQUAID, JOHN DENNIS|C|2|REP|29423.02|0|26249.27|0|0|3173.75|0|0|0|0|0|0|29423.02|CA|06||||||0|0|03/31/2021|0|0
H0CA06170|BISH, CHRISTINE|C|2|REP|1245|0|2141.72|0|964.83|68.11|0|1100|0|0|0|33566.64|105|CA|06||||||0|0|03/31/2021|0|0
H0CA03078|BERA, AMERISH|I|1|DEM|124494|0|89355.15|0|2029018.19|2064157.04|0|0|0|0|0|222800|93256.5|CA|07||||||31237.5|0|03/31/2021|0|0
H0CA07152|IVY, JON|C|2|REP|0|0|0|0|19.5|19.5|0|0|0|0|0|0|0|CA|07||||||0|0|03/31/2021|0|0
H0CA11352|EMKEN, ELIZABETH|C|2|REP|0|0|0|0|365.71|365.71|0|0|0|0|0|32000|0|CA|07||||||0|0|03/31/2021|0|0
H4CA07055|BIRMAN, IGOR A|C|2|REP|0|0|0|0|128.82|128.82|0|0|0|0|0|85084.75|0|CA|07||||||0|0|03/31/2021|0|0
H8CA07056|GRANT, ANDREW|C|2|REP|0|0|0|0|7933.34|7933.34|0|0|0|0|0|1479.13|0|CA|07||||||0|0|03/31/2021|0|0
H0CA08101|BUBSER, CHRISTINE|O|1|DEM|13265|0|7431.1|0|1387.64|7221.54|0|0|0|0|0|100500|0|CA|08||||||0|0|03/31/2021|7.6|0
H0CA08226|GOMEZ, BLANCA|C|1|DEM|587|0|23.21|0|894.21|1458|0|0|0|0|0|0|587|CA|08||||||0|0|03/31/2021|0|0
H2CA08214|MARSHALL, DEREK|C|1|DEM|111766.9|0|71933.26|0|0|39833.64|0|0|0|0|0|15085.62|111766.9|CA|08||||||0|0|03/31/2021|0|0
H0CA08127|STAAT, JEREMY|O|2|REP|0|0|0|0|201.35|201.35|0|0|0|0|0|4000|0|CA|08||||||0|0|03/31/2021|0|0
H0CA08135|OBERNOLTE, JAY|I|2|REP|118450.77|0|65153.5|0|69583.21|122880.48|0|0|0|0|0|346224.81|83778.92|CA|08||||||12000|0|03/31/2021|108.82|0
H2CA08164|COOK, PAUL|I|2|REP|0|0|3118.66|0|3118.66|0|0|0|0|0|0|0|0|CA|08||||||0|0|04/15/2021|0|0
H4CA11081|MCNERNEY, JERRY|I|1|DEM|137091.62|0|87395.18|0|234173.42|283869.86|0|0|0|0|0|2954.15|112464|CA|09||||||23500|0|03/31/2021|100|0
H2CA00096|BARKLEY, MICHAEL JAMES MR.|C|1|DEM|0|0|0|0|452.79|452.79|0|0|0|0|0|53929.9|0|CA|10||||||0|0|03/31/2021|0|0
H8CA10126|HARDER, JOSH|I|1|DEM|1087913.33|37750|187583.5|0|3469762.53|4370092.36|0|0|0|0|0|0|925183.51|CA|10||||||76501|0|03/31/2021|1341.7|0
H0CA19173|DENHAM, JEFF|C|2|REP|0|0|10442.01|0|251207.85|240765.84|0|0|0|0|0|0|0|CA|10||||||0|0|03/31/2021|0|0
H8CA10209|HOWZE, TED D II|C|2|REP|1663.42|0|15904.39|0|14240.97|0|0|0|0|7191.33|0|0|0|CA|10||||||0|0|03/31/2021|0|0
H0CA10073|DESAULNIER, MARK|I|1|DEM|94932.95|0|28590.11|0|481388.01|547730.85|0|0|0|0|0|0|47913|CA|11||||||47000|0|03/31/2021|0|0
H0CA15262|SHARMA, NISHA|O|2|REP|0|0|1030|0|3084.7|2054.7|0|0|0|0|0|0|0|CA|11||||||0|0|03/31/2021|0|0
H2CA12166|PHILLIPS, JEFFREY ALAN|C|1|DEM|513.35|0|344.39|0|0|168.96|0|492.15|0|0|0|492.15|21.2|CA|12||||||0|0|03/31/2021|0|0
H8CA05035|PELOSI, NANCY|I|1|DEM|4047142.06|366000|3995235.53|0|6299373.34|6351279.87|0|0|0|0|0|0|3532142.06|CA|12||||||149000|0|03/31/2021|62305|0
H8CA12262|BUTTAR, SHAHID|C|1|DEM|17428.06|0|30874.18|0|22416.65|8970.53|27|0|0|0|0|10464.35|16760.06|CA|12||||||0|0|03/31/2021|145.2|0
H0CA12137|LORRAINE, DEANNA|C|2|REP|0|0|1503.04|0|1503.04|0|0|0|0|0|0|0|0|CA|12||||||0|0|01/04/2021|0|0
H2CA12174|DENNIS, JOHN|C|2|REP|29423.02|0|26249.27|0|0|3173.75|0|0|0|0|0|0|29423.02|CA|12||||||0|0|03/31/2021|0|0
H8CA09060|LEE, BARBARA|I|1|DEM|232069.04|0|183011.93|0|210373.72|259430.83|0|0|0|0|0|4401.75|192069.04|CA|13||||||40000|0|03/31/2021|0|0
H0CA14117|GOODROW, CRISTOS JON|C|1|DEM|0|0|22.4|0|5678.83|5656.43|0|0|0|0|0|0|0|CA|14||||||0|0|03/31/2021|0|0
H8CA12171|SPEIER, JACKIE|I|1|DEM|11773.73|0|49794.45|0|1779771.51|1741750.79|0|0|0|0|0|1468.66|11308.5|CA|14||||||0|0|03/31/2021|0|0
H0CA15171|SIMITIAN, S JOSEPH||1|DEM|265.39|0|733.07|0|447928.42|447460.74|0|0|0|0|0|0|0|CA|15||||||0|0|03/31/2021|0|0
H2CA15094|SWALWELL, ERIC MICHAEL|I|1|DEM|537362.55|0|416699.37|0|502928.74|623591.92|0|0|0|0|0|0|495887.19|CA|15||||||28000|0|03/31/2021|4417.5|0
H2CA15110|COTA, JACKIE S|C|2|REP|500|0|421.16|0|0|78.84|0|500|0|0|0|500|0|CA|15||||||0|0|03/31/2021|0|0
H0CA16138|SORIA, ESMERALDA|C|1|DEM|0|0|2775.2|0|3075.31|300.11|0|0|0|0|0|7815.33|0|CA|16||||||0|0|03/31/2021|0|0
H4CA20082|COSTA, JIM MR.|I|1|DEM|70498.07|0|68287.89|0|410170.62|412380.8|0|0|0|0|0|0|4500|CA|16||||||65000|0|03/31/2021|0|1000
H2CA16100|TACHERRA, JOHNNY|C|2|REP|0|0|0|0|0|0|0|0|0|0|0|58772.54|0|CA|16||||||0|0|03/31/2021|0|0
H2CA16134|GIGLIO, DAVID ANTHONY|C|2|REP|124291|0|4822.46|0|0|119468.54|0|107790|0|0|0|107790|16501|CA|16||||||0|0|03/31/2021|0|0
H0CA15148|HONDA, MIKE|I|1|DEM|0|0|0|0|10910.26|10910.26|0|0|0|0|0|105815.19|0|CA|17||||||0|0|03/31/2021|0|0
H4CA12055|KHANNA, ROHIT|I|1|DEM|1519851.4|0|318289.58|0|2261128.43|3462690.25|0|0|0|0|0|89348.3|1519325.06|CA|17||||||0|0|03/31/2021|5682.73|0
H0CA17193|TANDON, RITESH|C|2|REP|655|0|460.9|0|521.75|715.85|0|0|0|0|0|12953.2|655|CA|17||||||0|0|03/31/2021|0|0
H0CA18068|KUMAR, RISHI|C|1|DEM|28534.91|0|3738.84|0|122444.55|147240.62|0|0|0|0|0|140000|28350|CA|18||||||0|0|03/31/2021|0|0
H2CA18130|TANAKA, GREG|C|1|DEM|43930|0|791.43|0|0|43138.57|0|0|0|0|0|0|43930|CA|18||||||0|0|03/31/2021|0|0
H8CA12098|ESHOO, ANNA G|I|1|DEM|202507.05|0|84019.92|0|552798.79|671285.92|0|0|0|0|0|1970.75|178999.02|CA|18||||||23500|0|03/31/2021|-1000|0
H4CA16049|LOFGREN, ZOE|I|1|DEM|227105.76|36667.69|125386.02|0|1160537.44|1262257.18|0|0|0|0|0|0|161935.64|CA|19||||||23750|0|03/31/2021|0|0
H0CA39114|CRUZ-LARA, IGNACIO ISRAEL|C|2|REP|0|0|0|0|-1219.78|-1219.78|0|0|0|0|0|2050|0|CA|19||||||0|0|03/31/2021|0|0
H8CA19051|AGUILERA, JUSTIN|C|2|REP|0|0|779.27|0|1440.52|661.25|0|0|0|0|0|0|0|CA|19||||||0|0|03/31/2021|0|0
H6CA20152|PANETTA, JIMMY|I|1|DEM|167966|0|171109.62|0|1175356.72|1172213.1|0|0|0|0|0|0|80466|CA|20||||||87500|0|03/31/2021|0|0
H0CA20122|GORMAN, JEFF|C|2|REP|67.76|0|1333.61|0|2686.88|1421.03|0|0|0|0|0|0|67.76|CA|20||||||0|0|03/31/2021|0|0
H2CA21175|PARRA, NICOLE|C|1|DEM|30901.22|0|10442.4|0|12583.37|33042.19|175|0|0|0|0|0|27227|CA|21||||||3499|0|03/31/2021|0|0
H2CA20094|VALADAO, DAVID|I|2|REP|322143.65|82734.58|28733.43|0|164211.41|457621.63|0|0|0|0|0|0|107279.47|CA|21||||||131750|0|03/31/2021|1363.11|0
H2CA21183|MATHYS, CHRIS|C|2|REP|106831|0|3869.42|0|0|102961.58|100|100000|0|0|0|350000|6731|CA|21||||||0|0|03/31/2021|0|0
H0CA22102|ARBALLO, PHIL|C|1|DEM|273398.96|0|71065.86|0|29266.01|231599.11|0|0|0|0|0|0|265882.81|CA|22||||||6000|0|03/31/2021|4818|0
H0CA22110|GARCIA, ERIC|C|1|DEM|65014.64|0|49475.29|0|0|15539.35|0|0|0|0|0|0|65014.64|CA|22||||||0|0|03/31/2021|1500|0
H8CA20059|NUNES, DEVIN G.|I|2|REP|1427253.59|196078.52|1017718.19|100000|10907954.28|11317489.68|0|0|0|0|0|0|1227851.8|CA|22||||||2535.15|0|03/31/2021|115|0
H0CA23167|MANGONE, KIM|C|1|DEM|1056.56|0|4673.24|0|5727.98|2111.3|0|0|0|0|0|21308.42|200|CA|23||||||0|0|03/31/2021|0|0
H2CA23148|AMATO, BRUNO|C|1|DEM|113855.43|0|32665.17|0|0|81190.26|0|0|0|0|0|0|111855.43|CA|23||||||2000|0|03/31/2021|24|0
H6CA22125|MCCARTHY, KEVIN|I|2|REP|2904827.43|709634.93|2168577.68|0|4802132.73|5538382.48|0|0|0|0|0|77732.23|2190856.48|CA|23||||||2800|0|03/31/2021|118954.96|0
H6CA24303|CARBAJAL, SALUD O.|I|1|DEM|512168.99|0|83158.31|0|1400704.68|1829715.36|0|0|0|0|0|0|481725.82|CA|24||||||30000|0|03/31/2021|0|0
H0CA24157|CALDWELL, JAMES ANDREW|C|2|REP|2922.62|0|37509.94|0|34587.32|0|0|0|0|0|0|0|0|CA|24||||||0|0|03/31/2021|3015|0
H4CA24142|FAREED, JUSTIN|C|2|REP|0|0|0|0|627.94|627.94|0|0|0|0|0|32283.38|0|CA|24||||||0|0|03/31/2021|0|0
H6CA21028|GALLEGLY, ELTON|C|2|REP|5.74|0|10465.99|0|58143.7|47683.45|0|0|0|0|0|0|0|CA|24||||||0|0|03/31/2021|0|0
H6CA24279|TENENBAUM, MICHAEL|C|2|REP|0|0|0|0|4953.25|4953.25|0|0|0|0|0|64262.18|0|CA|24||||||0|0|03/31/2021|0|0
H8CA24150|WOODY, MICHAEL ERIN|C|2|REP|0|0|524.8|0|524.8|0|0|0|0|524.8|0|0|0|CA|24||||||0|0|04/15/2021|0|0
H0CA25154|SMITH, CHRISTY|C|1|DEM|103909.94|537.52|127115.82|0|169257.65|146051.77|0|0|0|0|0|0|42501.01|CA|25||||||0|0|03/31/2021|352|0
H2CA25184|NAZANIN, RHODA|C|1|DEM|34965.46|0|6885.09|0|0|28080.37|292.97|0|0|0|0|2145|34672.49|CA|25||||||0|0|03/31/2021|0|0
H0CA25097|VALLADARES, SUZETTE MARTINEZ|C|2|REP|0|0|0|0|391.95|391.95|0|0|0|0|0|26578.01|0|CA|25||||||0|0|03/31/2021|0|0
H0CA25105|GARCIA, MICHAEL|I|2|REP|656876.55|130295.04|571736.39|0|377858.27|462998.43|0|0|0|0|0|48575.7|500944.16|CA|25||||||18750|0|03/31/2021|1217|0
H0CA25113|UNDERWOOD JACOBS, ANGELA|C|2|REP|0|0|150|0|61348.96|61198.96|0|0|0|0|0|0|0|CA|25||||||0|0|03/31/2021|0|0
H0CA25220|LOZANO, DAVID|C|2|REP|0|0|0|0|1914.21|1914.21|0|0|0|0|0|0|0|CA|25||||||0|0|03/31/2021|0|0
H2CA25036|MCKEON, HOWARD P BUCK|C|2|REP|0|0|0|0|0|6238.03|0|0|0|0|0|0|0|CA|25||||||0|0|03/31/2021|0|0
H2CA26109|STRICKLAND, ANTHONY A|O|2|REP|0|0|0|0|508.61|508.61|0|0|0|0|0|47950.58|0|CA|25||||||0|0|03/31/2021|0|0
H2CA00120|BROWNLEY, JULIA|I|1|DEM|158665.27|0|79778.69|0|3113430.2|3192316.78|0|0|0|0|0|0|77075.82|CA|26||||||62500|0|03/31/2021|275|0
